model,scenario,region,variable,unit,subannual,2010,2015,2020,2025,2030,2035,2040,2045,2050
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,      232.87,      255.13,      280.77,      291.77,      312.60,      334.50,      356.42,      378.70,      399.68
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,        7.72,       11.64,       17.24,       14.89,       15.43,       16.10,       16.82,       17.42,       17.91
REMES:EU 1.0,Reference,    Slovenia,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,       23.15,       34.92,       51.73,       44.66,       46.28,       48.31,       50.45,       52.26,       53.73
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,        5.36,        6.19,        8.24,        8.68,        9.32,        9.85,       10.29,       10.60,       10.78
REMES:EU 1.0,Reference,    Slovakia,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,       16.07,       18.57,       24.71,       26.03,       27.96,       29.54,       30.88,       31.80,       32.33
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,      191.62,      215.53,      242.90,      271.12,      286.82,      303.48,      319.29,      335.47,      351.67
REMES:EU 1.0,Reference, Switzerland,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,      574.87,      646.59,      728.70,      813.37,      860.45,      910.45,      957.87,     1006.42,     1055.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,      136.71,      159.94,      190.27,      205.13,      229.95,      252.84,      275.04,      296.76,      317.00
REMES:EU 1.0,Reference,      Norway,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,      410.14,      479.82,      570.80,      615.38,      689.85,      758.51,      825.13,      890.27,      950.99
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiAGRI       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiINDU       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiCOAL       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiCOIL       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiALUM       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiTRDI       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiNGAS       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiSERV       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiTRAN       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiELCE       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiCHEA       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiCONS       ,billion EUR_2020/yr,Year,      679.53,      747.11,      821.77,      806.95,      853.96,      900.00,      950.04,      996.81,     1037.01
REMES:EU 1.0,Reference,     Austria,Labor|Medium Skill|MaleiH2         ,billion EUR_2020/yr,Year,     2038.58,     2241.32,     2465.30,     2420.86,     2561.89,     2699.99,     2850.11,     2990.44,     3111.02
REMES:EU 1.0,Reference,     Belgium,Labor|Medium Skill|MaleiAGRI       ,billion EUR_2020/yr,Year,      768.55,      826.51,      893.37,      895.47,      920.82,      943.54,      963.10,      974.59,      978.76
